review,rating,cleaned_review,sentiment
"Barcode saya tercecer di spbu, dan disalahgunakan oleh mereka, sehingga saya tidak dapat jatah bbm. Mau ganti buat barcode yang baru, susah amat karena lupa password, di kirim email agar riset, tapi email yg dikirim Mypertamina tak bisa dibuka. Susahnya membelanjakan uang di negeri ini. Mau isi bbm pakai duitpun sulit.",1,barcode saya tercecer di spbu dan disalahgunakan oleh mereka sehingga saya tidak dapat jatah bbm mau ganti buat barcode yang baru susah amat karena lupa password di kirim email agar riset tapi email yg dikirim mypertamina tak bisa dibuka susahnya membelanjakan uang di negeri ini mau isi bbm pakai duitpun sulit,netral
"Buruk aplikasinya, bisa bisanya roda 4 pickup selalu terdeteksi roda 2,",1,buruk aplikasinya bisa bisanya roda  pickup selalu terdeteksi roda,netral
"bnyak yg menolak pembayaran via ini, tpi buat sy apk ini sangat membantu sy yg males ngambil duit d atm",5,bnyak yg menolak pembayaran via ini tpi buat sy apk ini sangat membantu sy yg males ngambil duit d atm,netral
"Pelayanan jadi lebih lama, ya.",3,pelayanan jadi lebih lama ya,netral
"Mulai aneh masa gangguan sistem mulu mau daftar subsidi tepat jdi ngga bisa terus, tolonglah perbaiki sistemnya",1,mulai aneh masa gangguan sistem mulu mau daftar subsidi tepat jdi ngga bisa terus tolonglah perbaiki sistemnya,netral
Baik-baik saja,5,baikbaik saja,netral
My pertamina mantap,5,my pertamina mantap,netral
Uang saya kembalikan transaksi 4 januari 2025 pukul 23.59 di spbu 5461251 kletek taman sidoarjo sebesar 150ribu.jangan berbelit pelayanan segera kembalikan uang saya.sistem qris kamu bejat.,1,uang saya kembalikan transaksi  januari  pukul  di spbu  kletek taman sidoarjo sebesar ribujangan berbelit pelayanan segera kembalikan uang sayasistem qris kamu bejat,netral
untuk pertamina semoga liaat komen sy memberi rating bintang 1 pelayanan anda sangat kurang ajar g sopan dan judes sy baru ngalamin tadi maau isi bensin di persulit udah gitu pelayanan nya bener² jutek dan g etis sy taadi mau isi di pom bensin 34 deket kemayoran,1,untuk pertamina semoga liaat komen sy memberi rating bintang  pelayanan anda sangat kurang ajar g sopan dan judes sy baru ngalamin tadi maau isi bensin di persulit udah gitu pelayanan nya bener² jutek dan g etis sy taadi mau isi di pom bensin  deket kemayoran,netral
cepat pembayarannya,5,cepat pembayarannya,netral
4 p⁹,3,p⁹,netral
"Aplikasi taiikkkkkkkkkkkkk, menyusahkan masyarakat asyuuuuuuuuuu",1,aplikasi taiikkkkkkkkkkkkk menyusahkan masyarakat asyuuuuuuuuuu,netral
Sangatlah membantu Top Margo Top...,5,sangatlah membantu top margo top,positif
"Aplikasi nggak jelas kesalahan sistem terus menerus saat mau mendaftar, minal kalau gak niat buat aplikasi jangan arahkan orang untuk download aplikasi yg nggak jls ini kalau mau isi bensin",1,aplikasi nggak jelas kesalahan sistem terus menerus saat mau mendaftar minal kalau gak niat buat aplikasi jangan arahkan orang untuk download aplikasi yg nggak jls ini kalau mau isi bensin,netral
Aplikasi nggak jelas sudah download sudah isi saldo giliran mau dipakai pom bensinnya tidak suport,1,aplikasi nggak jelas sudah download sudah isi saldo giliran mau dipakai pom bensinnya tidak suport,netral
pada saat buat pin klaim barcod selalu terjadi kesalahan pada sistem,1,pada saat buat pin klaim barcod selalu terjadi kesalahan pada sistem,netral
Mantap dan Amaan,4,mantap dan amaan,netral
waktu mau ngisi bbm barcode udah di pake orang lain padahal nggak pernah ngasi barcode ke orang lain,1,waktu mau ngisi bbm barcode udah di pake orang lain padahal nggak pernah ngasi barcode ke orang lain,netral
kenapa si aplikasi dari instansi atau bumn selalu gabisa di andelin?,1,kenapa si aplikasi dari instansi atau bumn selalu gabisa di andelin,netral
jos,5,jos,netral
"RIBET PARAH , KALAU DIKELUHKAN MAH BANYAK MASALAH, tapi cukup 4 kata SAYA SUSAH LOGIN BARCODE",1,ribet parah  kalau dikeluhkan mah banyak masalah tapi cukup  kata saya susah login barcode,netral
Mantap,5,mantap,netral
"Nopol sudah terdaftar, sudah ikuti instruksinya dgn melampirkan bpkb, stnk dan foto unit berikut nopolnya. tapi msh saja di tolak sudah 3x pengajuan banding.",4,nopol sudah terdaftar sudah ikuti instruksinya dgn melampirkan bpkb stnk dan foto unit berikut nopolnya tapi msh saja di tolak sudah x pengajuan banding,netral
Tidak bisa download barcode. Padahal sudah terverifikasi,2,tidak bisa download barcode padahal sudah terverifikasi,netral
Mau daftar utk kode QR pembelian BBM di SPBU kok tdk bisa tolong panduannya dong,5,mau daftar utk kode qr pembelian bbm di spbu kok tdk bisa tolong panduannya dong,netral
Bermanfaat,5,bermanfaat,netral
"Udah 2 kali daftar verifikasi ditolak terus nopol tidak sesua, sudah foto mobil sama stnk juga.",1,udah  kali daftar verifikasi ditolak terus nopol tidak sesua sudah foto mobil sama stnk juga,netral
Selalu kesalahan pada sistem pasti ada rahasianya walaupun SDH semua langkah dikuti dan sanagatsangat teliti tanpa kesalahan kesimpulannya mungkin sengaja d persulit,1,selalu kesalahan pada sistem pasti ada rahasianya walaupun sdh semua langkah dikuti dan sanagatsangat teliti tanpa kesalahan kesimpulannya mungkin sengaja d persulit,netral
Ok,5,ok,positif
aplikasi my Pertamina good,5,aplikasi my pertamina good,positif
Nambah unit susah barcod,5,nambah unit susah barcod,netral
"Aplikasi sering error, Layanannya buruk, bikin aduan subsidi tepat aja ga bisa di bantu",1,aplikasi sering error layanannya buruk bikin aduan subsidi tepat aja ga bisa di bantu,netral
Daftar QR susah banget gagal udah nyoba berkali²,1,daftar qr susah banget gagal udah nyoba berkali²,netral
Untuk pendaftaran subsidi tepatnya ribet. Scane KTP hanya bisa dilakukan secara langsung tidak bisa melalui galeri padahal ukuran file fotonya terbatas hanya 30MB. Saya juga udh foto KTP saya berkali-kali tapi setelah saya oke kan malah kembali ke opsi ambil foto dan foto KTPnya tidak terupload. Untuk penguploatan foto surat-surat atau scan tolong ditambahkan opsi ambil dari galeri atau dibuat lebih simple untuk meng upload datanya,1,untuk pendaftaran subsidi tepatnya ribet scane ktp hanya bisa dilakukan secara langsung tidak bisa melalui galeri padahal ukuran file fotonya terbatas hanya mb saya juga udh foto ktp saya berkalikali tapi setelah saya oke kan malah kembali ke opsi ambil foto dan foto ktpnya tidak terupload untuk penguploatan foto suratsurat atau scan tolong ditambahkan opsi ambil dari galeri atau dibuat lebih simple untuk meng upload datanya,netral
GK bisa daftar koe otp GK bisa bisa BUMN bikin apk GK guna anggaran negara gede,1,gk bisa daftar koe otp gk bisa bisa bumn bikin apk gk guna anggaran negara gede,netral
Siap,4,siap,netral
ok,5,ok,positif
"Semua sudah jelas & benar tapi masih aja gagal verivikasinya gimana sih,disuruh buat barcode malah aplknya yang eror,sini cuma rakyat kecil yang disuruh ini itu mau,tapi malah pelayanannya BBM gini",1,semua sudah jelas  benar tapi masih aja gagal verivikasinya gimana sihdisuruh buat barcode malah aplknya yang erorsini cuma rakyat kecil yang disuruh ini itu mautapi malah pelayanannya bbm gini,netral
baik,5,baik,netral
"Selalu ada cara pemerintah bikin rakyat susah, disuruh daftar oke diturutin, ehh aplikasinya yg gk bener",1,selalu ada cara pemerintah bikin rakyat susah disuruh daftar oke diturutin ehh aplikasinya yg gk bener,netral
cukup membantu,5,cukup membantu,netral
bagus .,5,bagus,netral
Sangat mengecewakan dan buruk produk bumn sistem jelek ga masuk akal kronologi saya di aplikasi mau tamba unit selalu gagal dan di tolak alasan nopol uda di daftarkan terus saya datang ke pom ada petugas kantor pom dia bilang salah samsat sejak kpan polda metro salah sistem dan intinya saya sudah 2 bulan ini dan seterusnya ga bisa isi pertalit saran klw nerapin kebijakan benerin sistem nya dong,1,sangat mengecewakan dan buruk produk bumn sistem jelek ga masuk akal kronologi saya di aplikasi mau tamba unit selalu gagal dan di tolak alasan nopol uda di daftarkan terus saya datang ke pom ada petugas kantor pom dia bilang salah samsat sejak kpan polda metro salah sistem dan intinya saya sudah  bulan ini dan seterusnya ga bisa isi pertalit saran klw nerapin kebijakan benerin sistem nya dong,netral
praktis dan keren,5,praktis dan keren,netral
Ternyata apa yg dikomentar kawan2 sebelumnya memang benar,1,ternyata apa yg dikomentar kawan sebelumnya memang benar,netral
"Mau buat kode QR di aplikasi ini dak bisa selalu muncul kalimat ""HALAMAN TIDAK DAPAT MEMUAT"" dan Riwayat pengisian BBM tidak Muncul di aplikasi",1,mau buat kode qr di aplikasi ini dak bisa selalu muncul kalimat halaman tidak dapat memuat dan riwayat pengisian bbm tidak muncul di aplikasi,netral
Ok banget,5,ok banget,positif
ribeeett gua bayar bukan ngutang segala make barcode,1,ribeeett gua bayar bukan ngutang segala make barcode,netral
Jelek banget berulang ulang verifikasi gagal terus sinyal bagus semua foto jelas dan lengkap tapi verifikasi gagal mulu. Kode otp yg SMS juga kaga muncul. Sudah hubungi call center tapi solusinya sama aja suruh ulangi pas udah diulang juga lagi lagi gagal di verifikasi. Tolong dong aplikasi ini ditinjau ulang lagi servernya. Terima kasih 🙏,1,jelek banget berulang ulang verifikasi gagal terus sinyal bagus semua foto jelas dan lengkap tapi verifikasi gagal mulu kode otp yg sms juga kaga muncul sudah hubungi call center tapi solusinya sama aja suruh ulangi pas udah diulang juga lagi lagi gagal di verifikasi tolong dong aplikasi ini ditinjau ulang lagi servernya terima kasih,negatif
mantap kalau bisa dapet poin,5,mantap kalau bisa dapet poin,netral
Aplikasi macam apa ini bos..niat gak sih...ribet banget,1,aplikasi macam apa ini bosniat gak sihribet banget,netral
"Ini serius aplikasi perusahaan gede seburuk dan sebusuk ini? Bug dimana-mana,server lemot, data error lah, malu sih",2,ini serius aplikasi perusahaan gede seburuk dan sebusuk ini bug dimanamanaserver lemot data error lah malu sih,netral
sangat membantu,5,sangat membantu,netral
Aplikasi bikin susah tapi negara memaksa rakyat untuk menggunakan nya...yg buat ini pasti orang tidak becus,1,aplikasi bikin susah tapi negara memaksa rakyat untuk menggunakan nyayg buat ini pasti orang tidak becus,netral
"cari qrcode pertalite malah mutar buka web, terus guna aplikasi apa?",1,cari qrcode pertalite malah mutar buka web terus guna aplikasi apa,netral
"Aplikasi gak guna,beratkan ke konsumen aja,gua daftar"" nik KTP gua gak bisa"" dan harus ada BPKB mobil, sedangkan BPKB gua masih di leasing soalnya mobil belum lunas..",1,aplikasi gak gunaberatkan ke konsumen ajagua daftar nik ktp gua gak bisa dan harus ada bpkb mobil sedangkan bpkb gua masih di leasing soalnya mobil belum lunas,netral
mantaap,5,mantaap,netral
Susah,2,susah,netral
Kalo ada bintang nol saya kasih...lebih mudah menginstal aplikasi maksiat,1,kalo ada bintang nol saya kasihlebih mudah menginstal aplikasi maksiat,netral
Ok,5,ok,positif
"apaan si gajelas banget, semua sudah sesuai. nopal nopol tidak sesuai terus, tengok lah sendiri. cape daftarnya",1,apaan si gajelas banget semua sudah sesuai nopal nopol tidak sesuai terus tengok lah sendiri cape daftarnya,netral
mantap sekali boss,5,mantap sekali boss,netral
👍,5,,netral
"Aplikasi kntol, daftar susah, penggunaan nya juga susah ..",1,aplikasi kntol daftar susah penggunaan nya juga susah,netral
good,5,good,positif
ok,5,ok,positif
"Selalu nyusahin, mau daftar aja gagal terus, sdh tradisi dinegara ini mungkin, Ampun2,,,",1,selalu nyusahin mau daftar aja gagal terus sdh tradisi dinegara ini mungkin ampun,netral
Udah daftar dan udah dipke eh tiba2 qt hilang hrs ngisi nik lg dan tetep nggak bisa🙄,1,udah daftar dan udah dipke eh tiba qt hilang hrs ngisi nik lg dan tetep nggak bisa,netral
Bagus,5,bagus,netral
Mantap dah pokoknya mahh,5,mantap dah pokoknya mahh,netral
membntu,5,membntu,netral
"Mohon di perbaiki kembali Aplikasinya, sejak di perbarui Aplikasinya jadi eror, tidak bisa melihat atau memperbarui barcode",3,mohon di perbaiki kembali aplikasinya sejak di perbarui aplikasinya jadi eror tidak bisa melihat atau memperbarui barcode,netral
keren,5,keren,netral
susah mendaftar.asal mendaftar katanya ada masalah pada sistem,1,susah mendaftarasal mendaftar katanya ada masalah pada sistem,netral
"Kenapa sih isi bensin tuh, pertalite lama banget, kadang karyawan nya satu, isi ke mobil dulu, kacau sekarang pertamina , harusnya jangan pake barcode barcode biar gak lama , sampe setengah jam saya isi bensin, kecewa",1,kenapa sih isi bensin tuh pertalite lama banget kadang karyawan nya satu isi ke mobil dulu kacau sekarang pertamina  harusnya jangan pake barcode barcode biar gak lama  sampe setengah jam saya isi bensin kecewa,netral
"APLIKASI CACAT.... Demi ALLAH puluhan kali fto STNK,ga skalipun berhasil.",1,aplikasi cacat demi allah puluhan kali fto stnkga skalipun berhasil,netral
"Aku tdk mengerti , apa fungsi aplikasi ini? ini mau jual aplikasi biar banyak yg donlod atau gmn? Mau isi bbm aja ribet kali, mesti tunjukan barcode , beda nya dgn gak tunjukan barcode apa ? Apa dgn menunjukkan barcode bahan bakar gak bakal langka? Tolong bantu jelasin , benar aku gak paham , app ny pun lemot kali",1,aku tdk mengerti  apa fungsi aplikasi ini ini mau jual aplikasi biar banyak yg donlod atau gmn mau isi bbm aja ribet kali mesti tunjukan barcode  beda nya dgn gak tunjukan barcode apa  apa dgn menunjukkan barcode bahan bakar gak bakal langka tolong bantu jelasin  benar aku gak paham  app ny pun lemot kali,netral
"Kaum rebahan bikin aplikasi, jadinya ya seperti ini. Daftar aja udah ada kendala.",1,kaum rebahan bikin aplikasi jadinya ya seperti ini daftar aja udah ada kendala,netral
"Ada call center tapi ga guna, urutan udah nomer 1 tapi ditunggu sampe 1 jam tetep aja nunggu mulu",1,ada call center tapi ga guna urutan udah nomer  tapi ditunggu sampe  jam tetep aja nunggu mulu,negatif
"Qr My pertamina sy ga bisa keluar,selalu gagal ada notip nik tdk sesuai padahal udah terverifikasi dan dah terdaftar ini Gmna maksudnya,melalui apk maupun website hasilnya sama (nik anda tidak terdaftar).padahal sudah jelas terverifikasi",2,qr my pertamina sy ga bisa keluarselalu gagal ada notip nik tdk sesuai padahal udah terverifikasi dan dah terdaftar ini gmna maksudnyamelalui apk maupun website hasilnya sama nik anda tidak terdaftarpadahal sudah jelas terverifikasi,netral
"Ribet Kalau minta 5⭐, Aplikasi harus bisa digunakan setelah pembuatan akun berhasil",1,ribet kalau minta  aplikasi harus bisa digunakan setelah pembuatan akun berhasil,netral
okeh my pertamina,5,okeh my pertamina,netral
Sangat mudah untuk digunakan sebagai pengisian lbih praktis.terikasih,5,sangat mudah untuk digunakan sebagai pengisian lbih praktisterikasih,netral
Ssngat membantu,5,ssngat membantu,netral
"Sangat buruk, untuk menghapus mobil yang sudah terdaftar tidak ada, jadi agak repot jika membeli bekas yang sudah terdaftar.",1,sangat buruk untuk menghapus mobil yang sudah terdaftar tidak ada jadi agak repot jika membeli bekas yang sudah terdaftar,netral
sinpel sekali,5,sinpel sekali,netral
"Sabtu 11 jan 2025 jam 9.17 .mau isi pertalite 200 rb pake barkode, ktanya kuotanya habiss , bgaimana bisa,, baru juga ke pom, terakhir isi tgl 8 jan, itu pun isi 100..",1,sabtu  jan  jam  mau isi pertalite  rb pake barkode ktanya kuotanya habiss  bgaimana bisa baru juga ke pom terakhir isi tgl  jan itu pun isi,netral
aplikasi lemot,3,aplikasi lemot,netral
Tidak dapat mengisi volume silinder dan warna plat nomor diaplikasi dan juga website,1,tidak dapat mengisi volume silinder dan warna plat nomor diaplikasi dan juga website,netral
terimakasih atas aplikasinya yg memberi kemudahan,5,terimakasih atas aplikasinya yg memberi kemudahan,netral
aplikasi kayak bangke,1,aplikasi kayak bangke,netral
okee,5,okee,netral
Mantap,5,mantap,netral
pembayaran BBM jadi lebih mudah,5,pembayaran bbm jadi lebih mudah,netral
"Sring gangguan d SPBU,jujur kita JD susah and ribet klo macam bgni,!!!!",1,sring gangguan d spbujujur kita jd susah and ribet klo macam bgni,netral
Udah muter2 ngisi datanya ujungnya stnk salah. Roda 2 tidak perlu mendaftar... Samsatnya SDM rendahan makan uang pajak. Isi bensin aja muter-muter.,1,udah muter ngisi datanya ujungnya stnk salah roda  tidak perlu mendaftar samsatnya sdm rendahan makan uang pajak isi bensin aja mutermuter,netral
Verifikasi akun sudah sukses saat mau claim kode QR gak bisa terus kenapa ya,4,verifikasi akun sudah sukses saat mau claim kode qr gak bisa terus kenapa ya,netral
Repot,1,repot,netral
Good,5,good,positif
Kemaren saya sudah daftar trus barkot nya kada luarsa.setelah saya login lagi jadi nggk bisa klem barkot nya lagi pusing lah,3,kemaren saya sudah daftar trus barkot nya kada luarsasetelah saya login lagi jadi nggk bisa klem barkot nya lagi pusing lah,netral
praktis,5,praktis,netral
ok,5,ok,positif
"Aplikasi ribet,mau daftar selalu gak bisa,minta barcode jg gak bisa",1,aplikasi ribetmau daftar selalu gak bisaminta barcode jg gak bisa,netral
